Title,Topic,Name,CustomName,Representation,open_ai,Representative_Docs,Top_n_words,Probability,Representative_document
The relationship between core muscle endurance and functional movement screen scores in females with lumbar hyperlordosis: a cross-sectional study,10,10_dynamic_changes_low_older adults,Impact and Control of Chronic Low Back Pain and Balance in Older Adults,"['dynamic', 'changes', 'low', 'older adults', 'community', 'gait', 'control', 'older', 'relationship', 'risk']",['Impact and Control of Chronic Low Back Pain and Balance in Older Adults'],"['Reliability and criterion validity of handheld dynamometry for measuring trunk muscle strength in people with and without chronic non-specific low back pain', 'The changes of blood-based inflammatory biomarkers after non-pharmacologic interventions for chronic low back pain: a systematic review', 'Prevalence, risk factors and effectiveness of falls prevention interventions for adults living with Mild Cognitive Impairment in the community: A systematic review and meta-analysis']",dynamic - changes - low - older adults - community - gait - control - older - relationship - risk,1,FALSE
"Relationships of cross-sectional area of the thigh muscles before or after total knee arthroplasty with postoperative pain or patient satisfaction: A retrospective, exploratory study",0,0_knee_outcomes_using_versus,Knee Injury Rehabilitation and Treatment Outcomes,"['knee', 'outcomes', 'using', 'versus', 'injury', 'combined', 'rehabilitation', 'clinical', 'early', 'case']",['Knee Injury Rehabilitation and Treatment Outcomes'],"['Muscle Strength and Efficiency of Muscle Activities Recovery Using Single-Joint Type Hybrid Assistive Limb in Knee Rehabilitation after Anterior Cruciate Ligament Reconstruction', 'Strength-Based Rehabilitation on Clinical Outcomes in Patients Postpartial Meniscectomy: A Systematic Review and Meta-analysis', 'Biopsychosocial Model Domains in Clinical Practice Guidelines for Return to Sport After ACL Injury: Systematic Review Using the AGREE II Checklist']",knee - outcomes - using - versus - injury - combined - rehabilitation - clinical - early - case,1,FALSE
"Survey on Knowledge, Use, and Diagnostic Applicability of Special Tests for Rotator Cuff Involvement in Clinical Practice",8,8_year_following_outcomes_clinical,Clinical Outcomes and Treatments in Shoulder Care,"['year', 'following', 'outcomes', 'clinical', 'treatment', 'functional', 'specific', 'assessment', 'compared', 'dynamic']",['Clinical Outcomes and Treatments in Shoulder Care'],"['Minimum 5-Year Clinical Outcomes of Arthroscopically Repaired Massive Rotator Cuff Tears: Effect of Age on Clinical Outcomes', 'Arthroscopic Superior Capsule Reconstruction With Combined Fascia Lata Autograft and Synthetic Scaffold Patch Graft for the Treatment of Irreparable Rotator Cuff Tears Yields Favorable Clinical and Radiographic Outcomes at Minimum 2-Year Follow-Up', 'Onlay Dynamic Anterior Stabilization With Biceps Transfer for the Treatment of Anterior Glenohumeral Instability Produces Good Clinical Outcomes and Successful Healing at a Minimum 1 Year of Follow-Up']",year - following - outcomes - clinical - treatment - functional - specific - assessment - compared - dynamic,1,FALSE
Football Player Injury Full-Cycle Management and Monitoring System Based on Blockchain and Machine Learning Algorithm,1,1_players_athletes_performance_injury,Athletic Performance and Injury Prevention in Young Players,"['players', 'athletes', 'performance', 'injury', 'influence', 'sports', 'muscles', 'strength', 'pilot', 'association']",['Athletic Performance and Injury Prevention in Young Players'],"['Impact of small-sided games and running-based high-intensity interval training on physical performance in female football players', 'Maximizing plyometric training for adolescents: a meta-analysis of ground contact frequency and overall intervention time on jumping ability: a systematic review and meta-analysis', 'Changes in physical performance, body composition and physical training during military operations: systematic review and meta-analysis']",players - athletes - performance - injury - influence - sports - muscles - strength - pilot - association,1,FALSE
Strength-Based Rehabilitation on Clinical Outcomes in Patients Postpartial Meniscectomy: A Systematic Review and Meta-analysis,0,0_knee_outcomes_using_versus,Knee Injury Rehabilitation and Treatment Outcomes,"['knee', 'outcomes', 'using', 'versus', 'injury', 'combined', 'rehabilitation', 'clinical', 'early', 'case']",['Knee Injury Rehabilitation and Treatment Outcomes'],"['Muscle Strength and Efficiency of Muscle Activities Recovery Using Single-Joint Type Hybrid Assistive Limb in Knee Rehabilitation after Anterior Cruciate Ligament Reconstruction', 'Strength-Based Rehabilitation on Clinical Outcomes in Patients Postpartial Meniscectomy: A Systematic Review and Meta-analysis', 'Biopsychosocial Model Domains in Clinical Practice Guidelines for Return to Sport After ACL Injury: Systematic Review Using the AGREE II Checklist']",knee - outcomes - using - versus - injury - combined - rehabilitation - clinical - early - case,1,TRUE
"Acetabular, Femoral, and Combined Anteversion in a Province in South Korea: Computed Tomography-Based Study",25,25_12_syndrome_year_compared,Hip Arthroscopy and Outcomes Analysis,"['12', 'syndrome', 'year', 'compared', 'gait', 'outcomes', 'specific', 'self', 'case', 'level']",['Hip Arthroscopy and Outcomes Analysis'],"['Patients Undergoing Revision Hip Arthroscopy Demonstrate Comparable Survivability and Improvement but Worse Postoperative Outcomes Compared to Patients Undergoing Primary Hip Arthroscopy: A Propensity Matched Study at Five-Year Follow-Up', 'High-Level Competitive Athletes Who Undergo Hip Arthroscopy Demonstrate Durable 5-Year Outcomes and Lower Subjective Pain: A Propensity-Matched Analysis', 'Accelerated Bilateral Hip Arthroscopy (1 Week Apart): Outcomes Compared With Delayed Bilateral Procedure (4-12 Weeks) and Case-Control Matched Unilateral Arthroscopy']",12 - syndrome - year - compared - gait - outcomes - specific - self - case - level,1,FALSE
Effects of a specific injury prevention neuromuscular training program for young female dancers. A randomized-controlled trial,14,14_chronic_players_randomized controlled trial_single,Rehabilitation and Assessment in Athletes with Chronic Ankle Instability,"['chronic', 'players', 'randomized controlled trial', 'single', 'reliability', 'lower', 'effectiveness', 'randomized controlled', 'controlled trial', 'program']",['Rehabilitation and Assessment in Athletes with Chronic Ankle Instability'],"['Effects of a specific injury prevention neuromuscular training program for young female dancers. A randomized-controlled trial', 'Effectiveness of the Rehabilitation Training Combined with Maitland Mobilization for the Treatment of Chronic Ankle Instability: A Randomized Controlled Trial', 'The effectiveness of the STOP-X training program on the knee valgus angle and balance in female basketball players with dynamic knee valgus: a randomized controlled trial']",chronic - players - randomized controlled trial - single - reliability - lower - effectiveness - randomized controlled - controlled trial - program,0.664109481,TRUE
The dilemma of physical activity questionnaires: Fitter people are less prone to over reporting,3,3_older adults_older_physical activity_community,Physical Activity and Health in Older Adults,"['older adults', 'older', 'physical activity', 'community', 'adults', 'validity', 'activity', 'association', 'disease', 'interventions']",['Physical Activity and Health in Older Adults'],"['The Impact of the Physical Activity Level on Sarcopenic Obesity in Community-Dwelling Older Adults', 'Older adults benefit from a new community-based physical activity programme', 'Real-Life Outcomes of a Multicomponent Exercise Intervention in Community-Dwelling Frail Older Adults and Its Association with Nutritional-Related Factors']",older adults - older - physical activity - community - adults - validity - activity - association - disease - interventions,0.576763703,FALSE
Hamstring Activity Before and After Break-Point Angle Calculated By Smartphone Application During the Nordic Hamstring Exercise,5,5_gait_reliability_knee_validity,"Knee Assessment and Recovery: Validity, Reliability, and Clinical Trials","['gait', 'reliability', 'knee', 'validity', 'dynamic', 'limb', 'using', 'syndrome', 'clinical trial', 'joint']","['Knee Assessment and Recovery: Validity, Reliability, and Clinical Trials']","['Reliability and validity of a low-cost, wireless sensor and smartphone app for measuring force during isometric and dynamic resistance exercises', 'A Beta Version of an Application Based on Computer Vision for the Assessment of Knee Valgus Angle: A Validity and Reliability Study', 'Effectiveness of Kinesiotaping and McConnell taping combined with physical exercise on gait biomechanics in patients with patellofemoral syndrome: non-randomized clinical trial']",gait - reliability - knee - validity - dynamic - limb - using - syndrome - clinical trial - joint,0.472444967,FALSE
Preliminary results of the cross-sectional associations of sedentary behavior and physical activity with serum brain-derived neurotrophic factor in adults with coronary heart disease,3,3_older adults_older_physical activity_community,Physical Activity and Health in Older Adults,"['older adults', 'older', 'physical activity', 'community', 'adults', 'validity', 'activity', 'association', 'disease', 'interventions']",['Physical Activity and Health in Older Adults'],"['The Impact of the Physical Activity Level on Sarcopenic Obesity in Community-Dwelling Older Adults', 'Older adults benefit from a new community-based physical activity programme', 'Real-Life Outcomes of a Multicomponent Exercise Intervention in Community-Dwelling Frail Older Adults and Its Association with Nutritional-Related Factors']",older adults - older - physical activity - community - adults - validity - activity - association - disease - interventions,0.652271236,FALSE
Exploring the acute muscle fatigue response in resistance trained individuals during eccentric quasi-isometric elbow flexions—a cross-sectional comparison of repetition and sex,18,18_players_influence_prospective_relationship,Muscular Strength and Injury Risk in Athletes,"['players', 'influence', 'prospective', 'relationship', 'strength', 'high', 'resistance', 'muscle', 'risk', 'cohort']",['Muscular Strength and Injury Risk in Athletes'],"['The influence of testing positions and resistance locations on muscle activities during shoulder internal rotation strength measurements in young healthy adults', 'A 6-week randomized-controlled field study: effect of isokinetic eccentric resistance training on strength, flexibility and muscle structure of the shoulder external rotators in male junior handball players', 'The relationship between body height and plantar pressure distribution in adult handball players: A cross-sectional study']",players - influence - prospective - relationship - strength - high - resistance - muscle - risk - cohort,1,FALSE
"Do intra-articular temporomandibular disorders show an association between physical bite function, self-perceived bite limitation and kinesiophobia? A case-control study",2,2_pain_chronic_low_syndrome,Chronic Pain Management and Treatment Studies,"['pain', 'chronic', 'low', 'syndrome', 'self', 'acute', 'associated', 'individuals', 'intervention', 'study protocol']",['Chronic Pain Management and Treatment Studies'],"['Effectiveness of physiotherapy interventions for back care and the prevention of non-specific low back pain in children and adolescents: a systematic review and meta-analysis', 'Comparison of the effect of psychosocial skills training on acute and chronic musculoskeletal pain intensity: The effectiveness of early intervention in the reduction of acute musculoskeletal pain', 'Pain catastrophising and kinesiophobia mediate pain and physical function improvements with Pilates exercise in chronic low back pain: a mediation analysis of a randomised controlled trial']",pain - chronic - low - syndrome - self - acute - associated - individuals - intervention - study protocol,0.986330502,FALSE
Development of a foot and ankle strengthening program for the treatment of plantar heel pain: a Delphi consensus study,15,15_lower_differences_gait_relationship,Lower Limb Biomechanics and Pain Management in Chronic Conditions,"['lower', 'differences', 'gait', 'relationship', 'individuals', 'impact', 'cohort', 'cross sectional study', 'sectional study', 'lower limb']",['Lower Limb Biomechanics and Pain Management in Chronic Conditions'],"['ASSOCIATION AMONG PAIN, SKIN BLOOD FLOW AND TEMPERATURE, PLANTAR FASCIA AND FLEXOR DIGITORUM BREVIS THICKNESS, AND FOOT FUNCTION INDEX IN INDIVIDUALS WITH PLANTAR FASCIITIS: A CROSS-SECTIONAL STUDY', 'Efficacy of pharmacological and non-pharmacological therapies on pain intensity and disability for plantar fasciitis: A systematic review and meta-analysis', 'The relationship between foot and ankle joint flexibility measures and barefoot plantar pressures in healthy older adults: a cross-sectional study']",lower - differences - gait - relationship - individuals - impact - cohort - cross sectional study - sectional study - lower limb,1,FALSE
What Personal and Work-Related Characteristics of Dutch Construction Workers With Knee Osteoarthritis Are Associated With Future Work Ability?,-1,-1_sports_efficacy_performance_recovery,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,"['sports', 'efficacy', 'performance', 'recovery', 'joint', 'therapy', 'muscle', 'level', 'body', 'use']",['Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery'],"['Effects of full-body exercise-based pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis: A systematic review and meta-analysis protocol', 'Effects of high-intensity respiratory muscle training on respiratory muscle strength in individuals with Parkinson’s disease: Protocol of a randomized clinical trial', 'ACUTE EFFECTS OF DRY NEEDLING ON LOWER LIMB MUSCLE STRENGTH IN CROSSFIT ATHLETES WITH LATENT TRIGGER POINTS: A RANDOMIZED TRIPLE-BLINDED PILOT CLINICAL TRIAL']",sports - efficacy - performance - recovery - joint - therapy - muscle - level - body - use,0,FALSE
The experience of the rigid lockdown in the dental emergency room and urgency care during COVID-19 pandemic: a transnational multicenter observational study,9,9_health_impact_changes_syndrome,"Impact of COVID-19 on Health, Physical Activity and Quality of Life","['health', 'impact', 'changes', 'syndrome', 'intervention', 'quality life', 'survey', 'recovery', 'body', 'clinical trial']","['Impact of COVID-19 on Health, Physical Activity and Quality of Life']","['Intervention Effects of a Kindergarten-Based Health Promotion Programme on Health-Related Quality of Life and Child Sick Days; [Interventionseffekte eines Kindergarten-basierten Gesundheitsförderungsprogramms auf die gesundheitsbezogene Lebensqualität und die Krankheitstage von Kindern]', 'A Pilot Cross-Sectional Study on the Level of Depression and Physical Activity among Students in Poland and Portugal in the Second Year of the COVID-19 Pandemic', 'A Comparison of Changes in Health Behavior, Obesity, and Mental Health of Korean Adolescents Before and During the COVID-19 Pandemic: Online Cross-Sectional Study']",health - impact - changes - syndrome - intervention - quality life - survey - recovery - body - clinical trial,0.758317729,FALSE
"A multicomponent intervention program modifies the cluster of insulin biomarkers, body composition, physical fitness, and behaviors in adolescents with overweight and obesity: a network perspective",11,11_adolescents_program_intensity_sectional study,Effects of Exercise Programs on Cardiorespiratory Fitness and Health Outcomes,"['adolescents', 'program', 'intensity', 'sectional study', 'cross sectional study', 'quality life', 'association', 'high', 'clinical trial', 'sectional']",['Effects of Exercise Programs on Cardiorespiratory Fitness and Health Outcomes'],"['Curvilinear association between waist-to-height ratio and cardiorespiratory fitness: a cross-sectional study based on nationwide data from Chinese children and adolescents', 'Effects of high-intensity interval training on physical morphology, cardiorespiratory fitness and metabolic risk factors of cardiovascular disease in children and adolescents: A systematic review and metaanalysis', 'Positive impacts of leisure-time physical activity on cardiorespiratory fitness, co-morbidity level, cardiovascular health and quality of life among midlife adults: a cross-sectional study of a Nigerian population']",adolescents - program - intensity - sectional study - cross sectional study - quality life - association - high - clinical trial - sectional,1,FALSE
Resting State EEG Variability and Implications for Interpreting Clinical Effect Sizes,6,6_related_adolescents_injury_following,Traumatic Brain Injury and Concussion Studies in Young Athletes,"['related', 'adolescents', 'injury', 'following', 'acute', 'cohort', 'associated', 'association', 'differences', 'early']",['Traumatic Brain Injury and Concussion Studies in Young Athletes'],"['Is Overparenting Associated with Adolescent/Young Adult Emotional Functioning and Clinical Outcomes Following Concussion?', 'Access to athletic trainers and sex as modifiers of time to reach clinical milestones after sport-related concussion in collegiate athletes', 'A Prospective Cohort Study of the Association Between Preinjury Psychosocial Function and Postconcussive Symptoms in Pediatric Mild Traumatic Brain Injury: An A-CAP Study']",related - adolescents - injury - following - acute - cohort - associated - association - differences - early,0.714169122,FALSE
"Spanish Version of the Anterior Cruciate Ligament–Quality of Life Questionnaire: Translation, Cross-cultural Adaptation, and Validation",0,0_knee_outcomes_using_versus,Knee Injury Rehabilitation and Treatment Outcomes,"['knee', 'outcomes', 'using', 'versus', 'injury', 'combined', 'rehabilitation', 'clinical', 'early', 'case']",['Knee Injury Rehabilitation and Treatment Outcomes'],"['Muscle Strength and Efficiency of Muscle Activities Recovery Using Single-Joint Type Hybrid Assistive Limb in Knee Rehabilitation after Anterior Cruciate Ligament Reconstruction', 'Strength-Based Rehabilitation on Clinical Outcomes in Patients Postpartial Meniscectomy: A Systematic Review and Meta-analysis', 'Biopsychosocial Model Domains in Clinical Practice Guidelines for Return to Sport After ACL Injury: Systematic Review Using the AGREE II Checklist']",knee - outcomes - using - versus - injury - combined - rehabilitation - clinical - early - case,1,FALSE
"Impact of Race, gait speed and arch height on plantar loading",15,15_lower_differences_gait_relationship,Lower Limb Biomechanics and Pain Management in Chronic Conditions,"['lower', 'differences', 'gait', 'relationship', 'individuals', 'impact', 'cohort', 'cross sectional study', 'sectional study', 'lower limb']",['Lower Limb Biomechanics and Pain Management in Chronic Conditions'],"['ASSOCIATION AMONG PAIN, SKIN BLOOD FLOW AND TEMPERATURE, PLANTAR FASCIA AND FLEXOR DIGITORUM BREVIS THICKNESS, AND FOOT FUNCTION INDEX IN INDIVIDUALS WITH PLANTAR FASCIITIS: A CROSS-SECTIONAL STUDY', 'Efficacy of pharmacological and non-pharmacological therapies on pain intensity and disability for plantar fasciitis: A systematic review and meta-analysis', 'The relationship between foot and ankle joint flexibility measures and barefoot plantar pressures in healthy older adults: a cross-sectional study']",lower - differences - gait - relationship - individuals - impact - cohort - cross sectional study - sectional study - lower limb,1,FALSE
Muscle weakness is associated with non-contractile muscle tissue of the vastus medialis muscle in knee osteoarthritis,-1,-1_sports_efficacy_performance_recovery,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,"['sports', 'efficacy', 'performance', 'recovery', 'joint', 'therapy', 'muscle', 'level', 'body', 'use']",['Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery'],"['Effects of full-body exercise-based pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis: A systematic review and meta-analysis protocol', 'Effects of high-intensity respiratory muscle training on respiratory muscle strength in individuals with Parkinson’s disease: Protocol of a randomized clinical trial', 'ACUTE EFFECTS OF DRY NEEDLING ON LOWER LIMB MUSCLE STRENGTH IN CROSSFIT ATHLETES WITH LATENT TRIGGER POINTS: A RANDOMIZED TRIPLE-BLINDED PILOT CLINICAL TRIAL']",sports - efficacy - performance - recovery - joint - therapy - muscle - level - body - use,0,FALSE
Caregivers' views on cannabis use for their children with autism,17,17_children_motor_individuals_adolescents,Motor Skills Development and Intervention in Children with Disabilities,"['children', 'motor', 'individuals', 'adolescents', '12', 'intervention', 'qualitative', 'interventions', 'muscle strength', 'self']",['Motor Skills Development and Intervention in Children with Disabilities'],"['Relationship between the sociodemographic profile and motor competence of children', 'The validity and reliability of school-based fundamental movement skills screening to identify children with motor difficulties', 'Can the Doman method improve motor competence in children of 4 years of age? A quasi-experimental study of two Physical Education programmes in preschool education']",children - motor - individuals - adolescents - 12 - intervention - qualitative - interventions - muscle strength - self,0.826368937,FALSE
Rapid weight loss and mood states in judo athletes: A systematic review,-1,-1_sports_efficacy_performance_recovery,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,"['sports', 'efficacy', 'performance', 'recovery', 'joint', 'therapy', 'muscle', 'level', 'body', 'use']",['Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery'],"['Effects of full-body exercise-based pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis: A systematic review and meta-analysis protocol', 'Effects of high-intensity respiratory muscle training on respiratory muscle strength in individuals with Parkinson’s disease: Protocol of a randomized clinical trial', 'ACUTE EFFECTS OF DRY NEEDLING ON LOWER LIMB MUSCLE STRENGTH IN CROSSFIT ATHLETES WITH LATENT TRIGGER POINTS: A RANDOMIZED TRIPLE-BLINDED PILOT CLINICAL TRIAL']",sports - efficacy - performance - recovery - joint - therapy - muscle - level - body - use,0,FALSE
"Aquatic vs. land-based exercise after arthroscopic partial meniscectomy in middle-aged active patients with a degenerative meniscal tear: A randomized, controlled study",0,0_knee_outcomes_using_versus,Knee Injury Rehabilitation and Treatment Outcomes,"['knee', 'outcomes', 'using', 'versus', 'injury', 'combined', 'rehabilitation', 'clinical', 'early', 'case']",['Knee Injury Rehabilitation and Treatment Outcomes'],"['Muscle Strength and Efficiency of Muscle Activities Recovery Using Single-Joint Type Hybrid Assistive Limb in Knee Rehabilitation after Anterior Cruciate Ligament Reconstruction', 'Strength-Based Rehabilitation on Clinical Outcomes in Patients Postpartial Meniscectomy: A Systematic Review and Meta-analysis', 'Biopsychosocial Model Domains in Clinical Practice Guidelines for Return to Sport After ACL Injury: Systematic Review Using the AGREE II Checklist']",knee - outcomes - using - versus - injury - combined - rehabilitation - clinical - early - case,0.964777095,FALSE
Effects of a telerehabilitation-based exercise program in patients with systemic sclerosis; [Auswirkungen eines auf Telerehabilitation basierenden Trainingsprogramms bei Patienten mit systemischer Sklerose],-1,-1_sports_efficacy_performance_recovery,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,"['sports', 'efficacy', 'performance', 'recovery', 'joint', 'therapy', 'muscle', 'level', 'body', 'use']",['Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery'],"['Effects of full-body exercise-based pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis: A systematic review and meta-analysis protocol', 'Effects of high-intensity respiratory muscle training on respiratory muscle strength in individuals with Parkinson’s disease: Protocol of a randomized clinical trial', 'ACUTE EFFECTS OF DRY NEEDLING ON LOWER LIMB MUSCLE STRENGTH IN CROSSFIT ATHLETES WITH LATENT TRIGGER POINTS: A RANDOMIZED TRIPLE-BLINDED PILOT CLINICAL TRIAL']",sports - efficacy - performance - recovery - joint - therapy - muscle - level - body - use,0,FALSE
Anterior Cruciate Ligament Reconstruction Plus Lateral Extra-articular Tenodesis Has a Similar Return-to-Sport Rate to Anterior Cruciate Ligament Reconstruction Alone but a Lower Failure Rate,0,0_knee_outcomes_using_versus,Knee Injury Rehabilitation and Treatment Outcomes,"['knee', 'outcomes', 'using', 'versus', 'injury', 'combined', 'rehabilitation', 'clinical', 'early', 'case']",['Knee Injury Rehabilitation and Treatment Outcomes'],"['Muscle Strength and Efficiency of Muscle Activities Recovery Using Single-Joint Type Hybrid Assistive Limb in Knee Rehabilitation after Anterior Cruciate Ligament Reconstruction', 'Strength-Based Rehabilitation on Clinical Outcomes in Patients Postpartial Meniscectomy: A Systematic Review and Meta-analysis', 'Biopsychosocial Model Domains in Clinical Practice Guidelines for Return to Sport After ACL Injury: Systematic Review Using the AGREE II Checklist']",knee - outcomes - using - versus - injury - combined - rehabilitation - clinical - early - case,1,FALSE
Sedentary Behavior Patterns of the Hungarian Adult Population,3,3_older adults_older_physical activity_community,Physical Activity and Health in Older Adults,"['older adults', 'older', 'physical activity', 'community', 'adults', 'validity', 'activity', 'association', 'disease', 'interventions']",['Physical Activity and Health in Older Adults'],"['The Impact of the Physical Activity Level on Sarcopenic Obesity in Community-Dwelling Older Adults', 'Older adults benefit from a new community-based physical activity programme', 'Real-Life Outcomes of a Multicomponent Exercise Intervention in Community-Dwelling Frail Older Adults and Its Association with Nutritional-Related Factors']",older adults - older - physical activity - community - adults - validity - activity - association - disease - interventions,1,FALSE
Impact of the Exercise Right for Active Ageing program on physical function in older adults: a quasi-experimental pre-post study,3,3_older adults_older_physical activity_community,Physical Activity and Health in Older Adults,"['older adults', 'older', 'physical activity', 'community', 'adults', 'validity', 'activity', 'association', 'disease', 'interventions']",['Physical Activity and Health in Older Adults'],"['The Impact of the Physical Activity Level on Sarcopenic Obesity in Community-Dwelling Older Adults', 'Older adults benefit from a new community-based physical activity programme', 'Real-Life Outcomes of a Multicomponent Exercise Intervention in Community-Dwelling Frail Older Adults and Its Association with Nutritional-Related Factors']",older adults - older - physical activity - community - adults - validity - activity - association - disease - interventions,0.617662923,FALSE
Predicting and analysing of the unfavourable outcomes of early applicated percutaneous endoscopic interlaminar discectomy for lumbar disc herniation: development and validation based nomogram,0,0_knee_outcomes_using_versus,Knee Injury Rehabilitation and Treatment Outcomes,"['knee', 'outcomes', 'using', 'versus', 'injury', 'combined', 'rehabilitation', 'clinical', 'early', 'case']",['Knee Injury Rehabilitation and Treatment Outcomes'],"['Muscle Strength and Efficiency of Muscle Activities Recovery Using Single-Joint Type Hybrid Assistive Limb in Knee Rehabilitation after Anterior Cruciate Ligament Reconstruction', 'Strength-Based Rehabilitation on Clinical Outcomes in Patients Postpartial Meniscectomy: A Systematic Review and Meta-analysis', 'Biopsychosocial Model Domains in Clinical Practice Guidelines for Return to Sport After ACL Injury: Systematic Review Using the AGREE II Checklist']",knee - outcomes - using - versus - injury - combined - rehabilitation - clinical - early - case,0.810244072,FALSE
Feasibility of Mobile Application-Delivered Mindfulness Meditation for Individuals After Anterior Cruciate Ligament Reconstruction,2,2_pain_chronic_low_syndrome,Chronic Pain Management and Treatment Studies,"['pain', 'chronic', 'low', 'syndrome', 'self', 'acute', 'associated', 'individuals', 'intervention', 'study protocol']",['Chronic Pain Management and Treatment Studies'],"['Effectiveness of physiotherapy interventions for back care and the prevention of non-specific low back pain in children and adolescents: a systematic review and meta-analysis', 'Comparison of the effect of psychosocial skills training on acute and chronic musculoskeletal pain intensity: The effectiveness of early intervention in the reduction of acute musculoskeletal pain', 'Pain catastrophising and kinesiophobia mediate pain and physical function improvements with Pilates exercise in chronic low back pain: a mediation analysis of a randomised controlled trial']",pain - chronic - low - syndrome - self - acute - associated - individuals - intervention - study protocol,1,FALSE
Return to play after non-operative management of primary anterior shoulder instability: A systematic review,8,8_year_following_outcomes_clinical,Clinical Outcomes and Treatments in Shoulder Care,"['year', 'following', 'outcomes', 'clinical', 'treatment', 'functional', 'specific', 'assessment', 'compared', 'dynamic']",['Clinical Outcomes and Treatments in Shoulder Care'],"['Minimum 5-Year Clinical Outcomes of Arthroscopically Repaired Massive Rotator Cuff Tears: Effect of Age on Clinical Outcomes', 'Arthroscopic Superior Capsule Reconstruction With Combined Fascia Lata Autograft and Synthetic Scaffold Patch Graft for the Treatment of Irreparable Rotator Cuff Tears Yields Favorable Clinical and Radiographic Outcomes at Minimum 2-Year Follow-Up', 'Onlay Dynamic Anterior Stabilization With Biceps Transfer for the Treatment of Anterior Glenohumeral Instability Produces Good Clinical Outcomes and Successful Healing at a Minimum 1 Year of Follow-Up']",year - following - outcomes - clinical - treatment - functional - specific - assessment - compared - dynamic,0.808512791,FALSE
Transitioning to Barefoot Running Using a Minimalist Shoe Intermediary: A Prospective Cohort Study,15,15_lower_differences_gait_relationship,Lower Limb Biomechanics and Pain Management in Chronic Conditions,"['lower', 'differences', 'gait', 'relationship', 'individuals', 'impact', 'cohort', 'cross sectional study', 'sectional study', 'lower limb']",['Lower Limb Biomechanics and Pain Management in Chronic Conditions'],"['ASSOCIATION AMONG PAIN, SKIN BLOOD FLOW AND TEMPERATURE, PLANTAR FASCIA AND FLEXOR DIGITORUM BREVIS THICKNESS, AND FOOT FUNCTION INDEX IN INDIVIDUALS WITH PLANTAR FASCIITIS: A CROSS-SECTIONAL STUDY', 'Efficacy of pharmacological and non-pharmacological therapies on pain intensity and disability for plantar fasciitis: A systematic review and meta-analysis', 'The relationship between foot and ankle joint flexibility measures and barefoot plantar pressures in healthy older adults: a cross-sectional study']",lower - differences - gait - relationship - individuals - impact - cohort - cross sectional study - sectional study - lower limb,1,FALSE
Association of in-competition injury risk and the degree of rapid weight cutting prior to competition in division i collegiate wrestlers,1,1_players_athletes_performance_injury,Athletic Performance and Injury Prevention in Young Players,"['players', 'athletes', 'performance', 'injury', 'influence', 'sports', 'muscles', 'strength', 'pilot', 'association']",['Athletic Performance and Injury Prevention in Young Players'],"['Impact of small-sided games and running-based high-intensity interval training on physical performance in female football players', 'Maximizing plyometric training for adolescents: a meta-analysis of ground contact frequency and overall intervention time on jumping ability: a systematic review and meta-analysis', 'Changes in physical performance, body composition and physical training during military operations: systematic review and meta-analysis']",players - athletes - performance - injury - influence - sports - muscles - strength - pilot - association,1,FALSE
Effect of the FIFA 11+ injury prevention program in collegiate female football players over three consecutive seasons,1,1_players_athletes_performance_injury,Athletic Performance and Injury Prevention in Young Players,"['players', 'athletes', 'performance', 'injury', 'influence', 'sports', 'muscles', 'strength', 'pilot', 'association']",['Athletic Performance and Injury Prevention in Young Players'],"['Impact of small-sided games and running-based high-intensity interval training on physical performance in female football players', 'Maximizing plyometric training for adolescents: a meta-analysis of ground contact frequency and overall intervention time on jumping ability: a systematic review and meta-analysis', 'Changes in physical performance, body composition and physical training during military operations: systematic review and meta-analysis']",players - athletes - performance - injury - influence - sports - muscles - strength - pilot - association,1,FALSE
Psychometric properties of the Disability of Arm Shoulder and Hand (DASH) in subjects with frozen shoulder: a reliability and validity study,2,2_pain_chronic_low_syndrome,Chronic Pain Management and Treatment Studies,"['pain', 'chronic', 'low', 'syndrome', 'self', 'acute', 'associated', 'individuals', 'intervention', 'study protocol']",['Chronic Pain Management and Treatment Studies'],"['Effectiveness of physiotherapy interventions for back care and the prevention of non-specific low back pain in children and adolescents: a systematic review and meta-analysis', 'Comparison of the effect of psychosocial skills training on acute and chronic musculoskeletal pain intensity: The effectiveness of early intervention in the reduction of acute musculoskeletal pain', 'Pain catastrophising and kinesiophobia mediate pain and physical function improvements with Pilates exercise in chronic low back pain: a mediation analysis of a randomised controlled trial']",pain - chronic - low - syndrome - self - acute - associated - individuals - intervention - study protocol,0.973165093,FALSE
